replay_file,game_length_s,map_name,p1_race,p2_race,winner,p1_minerals_current_5min,p1_vespene_current_5min,p1_minerals_collection_rate_5min,p1_vespene_collection_rate_5min,p1_workers_active_5min,p1_army_supply_5min,p1_minerals_current_10min,p1_vespene_current_10min,p1_minerals_collection_rate_10min,p1_vespene_collection_rate_10min,p1_workers_active_10min,p1_army_supply_10min,p1_minerals_total,p1_vespene_total,p2_minerals_current_5min,p2_vespene_current_5min,p2_minerals_collection_rate_5min,p2_vespene_collection_rate_5min,p2_workers_active_5min,p2_army_supply_5min,p2_minerals_current_10min,p2_vespene_current_10min,p2_minerals_collection_rate_10min,p2_vespene_collection_rate_10min,p2_workers_active_10min,p2_army_supply_10min,p2_minerals_total,p2_vespene_total
Taito Citadel LE (37).SC2Replay,610,Taito Citadel LE,Protoss,Protoss,2.0,310.0,266.0,1231.0,335.0,30.0,7.0,35.0,190.0,1847.0,470.0,48.0,22.0,11470.25,2240.5,90.0,124.0,1035.0,313.0,29.0,8.0,515.0,298.0,2407.0,515.0,58.0,29.0,12310.25,2487.25
Taito Citadel LE (38).SC2Replay,1674,Taito Citadel LE,Zerg,Protoss,2.0,164.0,0.0,1679.0,0.0,33.0,15.0,649.0,143.0,2575.0,806.0,61.0,51.0,16244.25,1843.5,75.0,8.0,1399.0,313.0,35.0,14.0,710.0,354.0,2575.0,963.0,69.0,45.0,14816.25,3707.25
Taito Citadel LE (39).SC2Replay,274,Taito Citadel LE,Protoss,Protoss,2.0,528.0,0.0,951.0,0.0,21.0,0.0,528.0,0.0,951.0,0.0,21.0,0.0,4181.25,0.0,350.0,48.0,951.0,156.0,23.0,8.0,350.0,48.0,951.0,156.0,23.0,8.0,3019.25,39.0
Taito Citadel LE (4).SC2Replay,577,Taito Citadel LE,Protoss,Protoss,2.0,120.0,128.0,951.0,313.0,26.0,13.0,335.0,237.0,1231.0,201.0,32.0,33.0,11148.25,2251.25,205.0,200.0,1007.0,313.0,29.0,9.0,485.0,667.0,2183.0,470.0,61.0,24.0,12604.25,3013.0
Taito Citadel LE (40).SC2Replay,852,Taito Citadel LE,Protoss,Terran,1.0,385.0,162.0,951.0,335.0,26.0,11.0,5.0,485.0,0.0,22.0,16.0,31.0,8684.5,2340.5,105.0,181.0,279.0,313.0,23.0,13.0,125.0,298.0,0.0,0.0,12.0,28.0,5940.5,2044.5
Taito Citadel LE (41).SC2Replay,753,Taito Citadel LE,Protoss,Zerg,2.0,325.0,32.0,1455.0,358.0,34.0,14.0,875.0,346.0,2603.0,940.0,68.0,40.0,15425.25,3601.5,129.0,20.0,1735.0,111.0,36.0,11.0,302.0,449.0,2827.0,940.0,67.0,59.5,17119.25,2292.5
Taito Citadel LE (42).SC2Replay,548,Taito Citadel LE,Terran,Protoss,2.0,55.0,173.0,1147.0,335.0,26.0,12.0,451.0,472.0,1539.0,671.0,44.0,25.0,11435.75,2940.25,43.0,76.0,1343.0,335.0,33.0,8.0,183.0,319.0,1987.0,515.0,57.0,22.0,12233.75,2498.25
Taito Citadel LE (43).SC2Replay,407,Taito Citadel LE,Protoss,Protoss,1.0,30.0,40.0,1175.0,313.0,31.0,10.0,90.0,224.0,1819.0,425.0,43.0,22.0,7784.25,1548.25,150.0,50.0,1007.0,313.0,28.0,9.0,130.0,318.0,1875.0,335.0,43.0,20.0,7224.25,1603.75
Taito Citadel LE (44).SC2Replay,688,Taito Citadel LE,Protoss,Terran,1.0,140.0,55.0,1455.0,313.0,34.0,7.0,535.0,601.0,2239.0,582.0,55.0,36.0,14550.25,2985.0,165.0,159.0,1343.0,313.0,28.0,10.0,401.0,374.0,2435.0,627.0,50.0,59.0,14571.25,2962.75
Taito Citadel LE (45).SC2Replay,1,Taito Citadel LE,Protoss,Zerg,1.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
Taito Citadel LE (46).SC2Replay,728,Taito Citadel LE,Terran,Protoss,1.0,75.0,123.0,1203.0,313.0,26.0,11.0,200.0,174.0,2351.0,627.0,50.0,56.0,14214.25,3085.75,215.0,123.0,1399.0,313.0,32.0,8.0,75.0,35.0,2547.0,492.0,60.0,27.0,14389.25,2581.5
Taito Citadel LE (47).SC2Replay,104,Taito Citadel LE,Protoss,Zerg,2.0,40.0,32.0,923.0,134.0,19.0,1.0,40.0,32.0,923.0,134.0,19.0,1.0,1447.25,33.5,84.0,12.0,811.0,67.0,15.0,3.0,84.0,12.0,811.0,67.0,15.0,3.0,1405.25,16.75
Taito Citadel LE (48).SC2Replay,2483,Taito Citadel LE,Zerg,Protoss,1.0,179.0,0.0,1371.0,0.0,24.0,12.0,119.0,650.0,2379.0,492.0,62.0,32.5,14025.25,1620.5,110.0,83.0,1371.0,335.0,35.0,9.0,515.0,669.0,2491.0,671.0,68.0,32.0,14949.25,3488.75
Taito Citadel LE (49).SC2Replay,172,Taito Citadel LE,Zerg,Protoss,1.0,220.0,0.0,811.0,0.0,14.0,8.0,220.0,0.0,811.0,0.0,14.0,8.0,1964.25,0.0,350.0,116.0,867.0,179.0,22.0,5.0,350.0,116.0,867.0,179.0,22.0,5.0,2384.25,144.75
Taito Citadel LE (5).SC2Replay,704,Taito Citadel LE,Protoss,Protoss,1.0,60.0,204.0,979.0,335.0,27.0,7.0,195.0,268.0,1903.0,335.0,44.0,38.0,12002.25,2597.75,115.0,176.0,923.0,335.0,24.0,10.0,50.0,124.0,1819.0,627.0,47.0,24.0,11169.25,3007.25
Taito Citadel LE (50).SC2Replay,839,Taito Citadel LE,Terran,Protoss,2.0,215.0,251.0,1203.0,313.0,26.0,8.0,540.0,398.0,2071.0,627.0,47.0,53.0,13220.25,3075.75,285.0,163.0,1119.0,335.0,31.0,8.0,800.0,347.0,2015.0,470.0,56.0,35.0,13850.25,2833.5
Taito Citadel LE (51).SC2Replay,392,Taito Citadel LE,Protoss,Terran,2.0,10.0,88.0,1343.0,335.0,31.0,8.0,185.0,316.0,1651.0,246.0,40.0,16.0,7448.25,1379.0,165.0,160.0,1147.0,335.0,26.0,15.0,255.0,199.0,1875.0,313.0,37.0,31.0,7112.25,1552.75
Taito Citadel LE (52).SC2Replay,828,Taito Citadel LE,Zerg,Protoss,1.0,159.0,4.0,1539.0,0.0,33.0,12.0,638.0,490.0,2575.0,828.0,61.0,56.5,16398.25,2219.5,260.0,183.0,1455.0,335.0,34.0,9.0,725.0,662.0,2575.0,963.0,68.0,33.0,15054.25,3696.25
Taito Citadel LE (53).SC2Replay,648,Taito Citadel LE,Terran,Protoss,2.0,180.0,85.0,1259.0,358.0,27.0,10.0,148.0,93.0,1903.0,627.0,46.0,62.0,12800.25,2940.75,195.0,151.0,1231.0,313.0,32.0,8.0,405.0,356.0,2715.0,492.0,61.0,41.0,13829.25,2783.5
Taito Citadel LE (54).SC2Replay,224,Taito Citadel LE,Zerg,Protoss,1.0,84.0,44.0,531.0,67.0,19.0,15.0,84.0,44.0,531.0,67.0,19.0,15.0,2999.25,183.75,120.0,109.0,1119.0,335.0,27.0,6.0,120.0,109.0,1119.0,335.0,27.0,6.0,3300.25,463.25
Taito Citadel LE (55).SC2Replay,1954,Taito Citadel LE,Protoss,Zerg,2.0,420.0,95.0,1539.0,291.0,35.0,9.0,470.0,552.0,2771.0,649.0,70.0,25.0,15355.25,3484.25,105.0,68.0,1623.0,67.0,33.0,15.0,914.0,840.0,2379.0,783.0,68.0,23.5,15915.25,2376.25
Taito Citadel LE (6).SC2Replay,747,Taito Citadel LE,Terran,Protoss,2.0,105.0,172.0,1175.0,335.0,25.0,13.0,485.0,174.0,1651.0,582.0,45.0,28.0,11981.25,3467.5,160.0,72.0,1287.0,313.0,31.0,7.0,295.0,255.0,1875.0,492.0,49.0,26.0,12709.25,2728.0
Taito Citadel LE (7).SC2Replay,600,Taito Citadel LE,Zerg,Protoss,2.0,94.0,132.0,867.0,179.0,18.0,16.0,136.0,50.0,1931.0,492.0,50.0,26.0,11463.25,1328.5,20.0,83.0,923.0,313.0,25.0,14.0,165.0,855.0,2239.0,671.0,56.0,28.0,11638.25,2839.75
Taito Citadel LE (8).SC2Replay,246,Taito Citadel LE,Zerg,Protoss,1.0,150.0,0.0,1259.0,0.0,24.0,11.0,150.0,0.0,1259.0,0.0,24.0,11.0,4090.75,167.5,170.0,88.0,1231.0,313.0,29.0,9.0,170.0,88.0,1231.0,313.0,29.0,9.0,3859.75,614.25
Taito Citadel LE (9).SC2Replay,773,Taito Citadel LE,Protoss,Protoss,1.0,200.0,162.0,923.0,335.0,27.0,11.0,170.0,201.0,2183.0,470.0,53.0,28.0,12450.25,2947.0,180.0,134.0,1007.0,335.0,26.0,13.0,265.0,69.0,1685.0,403.0,37.0,28.0,10652.75,2704.75
Taito Citadel LE.SC2Replay,471,Taito Citadel LE,Terran,Protoss,2.0,55.0,22.0,1091.0,358.0,26.0,12.0,450.0,74.0,2211.0,470.0,38.0,21.0,8651.25,2062.0,135.0,159.0,1343.0,358.0,32.0,8.0,55.0,225.0,1819.0,470.0,48.0,18.0,9785.25,1792.5
Tourmaline LE (10).SC2Replay,190,Tourmaline LE,Protoss,Zerg,1.0,250.0,7.0,671.0,0.0,22.0,6.0,250.0,7.0,671.0,0.0,22.0,6.0,2334.75,55.5,457.0,0.0,643.0,0.0,12.0,8.5,457.0,0.0,643.0,0.0,12.0,8.5,2243.75,0.0
Tourmaline LE (11).SC2Replay,415,Tourmaline LE,Protoss,Protoss,2.0,360.0,302.0,923.0,335.0,23.0,6.0,90.0,234.0,727.0,134.0,20.0,13.0,5271.25,1217.0,325.0,42.0,1007.0,313.0,26.0,15.0,130.0,156.0,1035.0,313.0,32.0,16.0,6496.25,1587.25
Tourmaline LE (12).SC2Replay,540,Tourmaline LE,Zerg,Protoss,2.0,112.0,0.0,1119.0,0.0,22.0,14.0,313.0,351.0,2015.0,649.0,49.0,24.0,10673.25,1422.75,135.0,144.0,1119.0,313.0,27.0,9.0,73.0,581.0,2491.0,716.0,58.0,20.0,11058.25,2549.5
Tourmaline LE (13).SC2Replay,565,Tourmaline LE,Protoss,Terran,2.0,100.0,139.0,1399.0,335.0,32.0,8.0,245.0,150.0,1763.0,470.0,42.0,37.0,12527.75,2441.5,295.0,158.0,1175.0,313.0,26.0,8.0,240.0,116.0,1987.0,559.0,49.0,40.0,12191.75,2711.25
Tourmaline LE (14).SC2Replay,220,Tourmaline LE,Protoss,Protoss,2.0,195.0,136.0,867.0,335.0,24.0,4.0,195.0,136.0,867.0,335.0,24.0,4.0,3321.25,440.25,325.0,64.0,979.0,313.0,25.0,7.0,325.0,64.0,979.0,313.0,25.0,7.0,3265.25,614.25
Tourmaline LE (15).SC2Replay,780,Tourmaline LE,Protoss,Protoss,1.0,310.0,184.0,1091.0,335.0,27.0,13.0,115.0,173.0,2015.0,313.0,48.0,25.0,10854.25,2536.25,40.0,154.0,1035.0,335.0,27.0,12.0,230.0,218.0,1875.0,335.0,44.0,27.0,10805.25,2586.75
Tourmaline LE (16).SC2Replay,1052,Tourmaline LE,Zerg,Protoss,1.0,264.0,4.0,1343.0,0.0,22.0,21.0,939.0,615.0,2939.0,985.0,71.0,25.0,15607.25,1778.25,150.0,167.0,1091.0,335.0,30.0,7.0,195.0,664.0,2491.0,649.0,60.0,25.0,12219.25,2889.75
Tourmaline LE (17).SC2Replay,739,Tourmaline LE,Protoss,Zerg,2.0,115.0,5.0,1455.0,313.0,34.0,9.0,220.0,447.0,2323.0,649.0,57.0,44.0,14515.25,3349.25,33.0,104.0,1651.0,156.0,32.0,11.0,1232.0,497.0,1903.0,335.0,38.0,39.5,13934.25,1691.25
Tourmaline LE (18).SC2Replay,758,Tourmaline LE,Protoss,Zerg,1.0,325.0,119.0,1399.0,291.0,33.0,11.0,615.0,88.0,2659.0,1007.0,71.0,40.0,15033.25,3337.75,530.0,76.0,1371.0,44.0,25.0,9.5,390.0,64.0,2687.0,649.0,59.0,65.5,15390.25,2117.75
Tourmaline LE (19).SC2Replay,350,Tourmaline LE,Protoss,Protoss,1.0,190.0,156.0,1203.0,313.0,29.0,7.0,250.0,270.0,755.0,335.0,33.0,6.0,5265.25,1279.75,125.0,258.0,895.0,335.0,22.0,14.0,440.0,486.0,923.0,313.0,22.0,12.0,5125.25,1240.25
Tourmaline LE (2).SC2Replay,169,Tourmaline LE,Zerg,Protoss,1.0,395.0,0.0,615.0,0.0,12.0,6.5,395.0,0.0,615.0,0.0,12.0,6.5,1789.25,0.0,235.0,88.0,895.0,134.0,21.0,5.0,235.0,88.0,895.0,134.0,21.0,5.0,2251.25,111.5
Tourmaline LE (20).SC2Replay,702,Tourmaline LE,Protoss,Protoss,2.0,562.0,116.0,895.0,358.0,23.0,4.0,907.0,26.0,1035.0,313.0,25.0,32.0,8719.25,2022.75,120.0,66.0,895.0,358.0,24.0,1.0,61.0,82.0,1287.0,492.0,34.0,28.0,9160.25,1944.5
Tourmaline LE (21).SC2Replay,445,Tourmaline LE,Protoss,Terran,2.0,210.0,143.0,1455.0,335.0,32.0,7.0,695.0,173.0,895.0,313.0,36.0,8.0,8448.75,1575.25,65.0,61.0,1203.0,313.0,23.0,19.0,381.0,141.0,1035.0,335.0,23.0,36.0,6957.75,1782.25
Tourmaline LE (22).SC2Replay,780,Tourmaline LE,Terran,Protoss,2.0,115.0,116.0,1427.0,335.0,26.0,14.0,480.0,200.0,1903.0,649.0,53.0,41.0,14102.25,2821.75,195.0,43.0,1455.0,335.0,34.0,8.0,945.0,48.0,2015.0,291.0,57.0,27.0,14004.25,2486.25
Tourmaline LE (23).SC2Replay,811,Tourmaline LE,Terran,Protoss,2.0,340.0,190.0,1287.0,313.0,26.0,12.0,518.0,830.0,1483.0,671.0,51.0,33.0,13143.25,3389.25,235.0,151.0,1399.0,358.0,32.0,6.0,193.0,345.0,2575.0,470.0,60.0,17.0,12520.25,2420.0
Tourmaline LE (24).SC2Replay,291,Tourmaline LE,Protoss,Protoss,1.0,135.0,250.0,923.0,335.0,23.0,14.0,135.0,250.0,923.0,335.0,23.0,14.0,4202.25,955.25,260.0,179.0,1091.0,313.0,24.0,10.0,260.0,179.0,1091.0,313.0,24.0,10.0,4188.25,804.25
Tourmaline LE (25).SC2Replay,122,Tourmaline LE,Protoss,Terran,2.0,80.0,48.0,923.0,111.0,21.0,1.0,80.0,48.0,923.0,111.0,21.0,1.0,1894.75,49.75,85.0,38.0,783.0,291.0,19.0,1.0,85.0,38.0,783.0,291.0,19.0,1.0,1635.75,218.25
Tourmaline LE (26).SC2Replay,628,Tourmaline LE,Zerg,Protoss,2.0,210.0,0.0,783.0,0.0,13.0,9.0,310.0,64.0,1455.0,179.0,32.0,9.0,7998.25,345.75,206.0,154.0,839.0,223.0,21.0,9.0,256.0,444.0,1791.0,268.0,41.0,12.0,8502.25,1585.5
Tourmaline LE (27).SC2Replay,318,Tourmaline LE,Protoss,Zerg,2.0,75.0,131.0,923.0,313.0,26.0,14.0,145.0,101.0,923.0,335.0,27.0,17.0,4677.75,911.25,69.0,100.0,1147.0,156.0,23.0,16.0,174.0,160.0,1175.0,179.0,23.0,19.0,4684.75,368.25
Tourmaline LE (28).SC2Replay,414,Tourmaline LE,Protoss,Protoss,2.0,73.0,28.0,587.0,156.0,16.0,1.0,243.0,160.0,867.0,156.0,21.0,2.0,4942.25,374.0,82.0,52.0,839.0,179.0,20.0,4.0,92.0,284.0,867.0,335.0,22.0,10.0,4844.25,921.75
Tourmaline LE (29).SC2Replay,0,Tourmaline LE,Terran,Protoss,,,,,,,,,,,,,,,,50.0,0.0,0.0,0.0,12.0,0.0,50.0,0.0,0.0,0.0,12.0,0.0,,
Tourmaline LE (3).SC2Replay,926,Tourmaline LE,Protoss,Terran,1.0,130.0,93.0,979.0,313.0,27.0,6.0,30.0,449.0,1959.0,492.0,48.0,21.0,11050.25,2492.5,128.0,163.0,951.0,156.0,19.0,14.0,243.0,51.0,2015.0,515.0,47.0,36.0,11722.25,1836.75
Tourmaline LE (30).SC2Replay,794,Tourmaline LE,Protoss,Protoss,2.0,110.0,208.0,923.0,335.0,29.0,9.0,170.0,290.0,2379.0,470.0,58.0,35.0,12681.25,2789.5,320.0,200.0,1147.0,335.0,31.0,9.0,765.0,331.0,2687.0,492.0,62.0,36.0,14088.25,2962.0
Tourmaline LE (31).SC2Replay,371,Tourmaline LE,Terran,Protoss,2.0,70.0,153.0,1007.0,313.0,23.0,14.0,275.0,130.0,923.0,313.0,24.0,28.0,5180.75,1362.75,20.0,55.0,1399.0,358.0,33.0,6.0,185.0,174.0,1987.0,313.0,43.0,12.0,7350.75,1274.25
Tourmaline LE (32).SC2Replay,547,Tourmaline LE,Protoss,Protoss,2.0,295.0,196.0,1063.0,313.0,29.0,9.0,615.0,385.0,2687.0,492.0,57.0,34.0,12394.75,2693.0,430.0,84.0,1063.0,313.0,29.0,10.0,360.0,78.0,2715.0,492.0,58.0,36.0,13157.75,2515.5
Tourmaline LE (33).SC2Replay,293,Tourmaline LE,Protoss,Protoss,1.0,245.0,158.0,923.0,335.0,25.0,13.0,245.0,158.0,923.0,335.0,25.0,13.0,4118.25,966.25,120.0,150.0,1007.0,313.0,27.0,11.0,120.0,150.0,1007.0,313.0,27.0,11.0,4237.25,938.75
Tourmaline LE (34).SC2Replay,368,Tourmaline LE,Terran,Protoss,1.0,220.0,28.0,979.0,156.0,21.0,17.0,460.0,29.0,951.0,179.0,20.0,23.0,5369.75,825.25,130.0,93.0,1259.0,313.0,28.0,10.0,750.0,345.0,979.0,313.0,23.0,6.0,6132.75,1251.25
Tourmaline LE (35).SC2Replay,730,Tourmaline LE,Protoss,Protoss,2.0,395.0,168.0,1007.0,335.0,27.0,8.0,375.0,494.0,1679.0,604.0,47.0,35.0,10910.25,2989.5,175.0,96.0,979.0,335.0,27.0,12.0,310.0,259.0,1931.0,515.0,50.0,39.0,11491.25,2710.25
Tourmaline LE (36).SC2Replay,762,Tourmaline LE,Zerg,Protoss,2.0,99.0,84.0,1287.0,44.0,26.0,16.5,514.0,208.0,2631.0,828.0,64.0,56.0,15502.25,2274.5,460.0,171.0,1427.0,335.0,33.0,7.0,220.0,522.0,2575.0,940.0,66.0,45.0,14704.25,3444.0
Tourmaline LE (37).SC2Replay,376,Tourmaline LE,Terran,Protoss,1.0,85.0,57.0,1063.0,335.0,23.0,15.0,70.0,55.0,1091.0,313.0,23.0,36.0,5572.75,1474.75,280.0,139.0,1343.0,335.0,33.0,7.0,315.0,187.0,1567.0,313.0,36.0,18.0,6993.75,1250.75
Tourmaline LE (38).SC2Replay,39,Tourmaline LE,Protoss,Zerg,1.0,125.0,0.0,727.0,0.0,15.0,0.0,125.0,0.0,727.0,0.0,15.0,0.0,517.25,0.0,299.0,0.0,755.0,0.0,15.0,0.0,299.0,0.0,755.0,0.0,15.0,0.0,538.25,0.0
Tourmaline LE (39).SC2Replay,553,Tourmaline LE,Protoss,Terran,1.0,50.0,43.0,1483.0,313.0,34.0,8.0,25.0,281.0,2743.0,649.0,61.0,52.0,14004.75,2598.75,370.0,227.0,1203.0,313.0,26.0,11.0,263.0,105.0,2267.0,470.0,47.0,49.0,12233.75,2476.0
Tourmaline LE (4).SC2Replay,494,Tourmaline LE,Protoss,Zerg,1.0,175.0,19.0,1399.0,313.0,31.0,10.0,228.0,506.0,2407.0,649.0,59.0,20.0,10967.75,2409.25,408.0,92.0,1455.0,89.0,30.0,11.0,673.0,81.0,2015.0,67.0,51.0,20.0,10813.75,775.25
Tourmaline LE (40).SC2Replay,1286,Tourmaline LE,Zerg,Protoss,1.0,37.0,64.0,1007.0,156.0,25.0,11.0,299.0,544.0,2603.0,806.0,59.0,32.0,13717.25,1475.0,305.0,31.0,979.0,156.0,25.0,9.0,80.0,176.0,2631.0,671.0,62.0,33.0,12646.25,2480.75
Tourmaline LE (41).SC2Replay,601,Tourmaline LE,Zerg,Protoss,2.0,320.0,12.0,1203.0,0.0,27.0,12.0,480.0,333.0,2295.0,783.0,54.0,46.5,14998.25,1871.75,435.0,163.0,1511.0,313.0,34.0,8.0,705.0,61.0,2799.0,1007.0,69.0,44.0,15264.25,3394.75
Tourmaline LE (42).SC2Replay,400,Tourmaline LE,Zerg,Protoss,1.0,376.0,160.0,1035.0,268.0,24.0,8.0,101.0,20.0,1455.0,246.0,30.0,24.0,6629.25,1033.0,245.0,52.0,1007.0,313.0,26.0,11.0,215.0,45.0,1763.0,335.0,40.0,18.0,6748.25,1245.25
Tourmaline LE (43).SC2Replay,434,Tourmaline LE,Protoss,Terran,1.0,165.0,134.0,1063.0,335.0,27.0,7.0,395.0,85.0,1595.0,335.0,33.0,30.0,7727.75,1390.25,205.0,185.0,895.0,358.0,24.0,12.0,246.0,79.0,867.0,335.0,31.0,32.0,6565.75,1827.25
Tourmaline LE (44).SC2Replay,417,Tourmaline LE,Protoss,Terran,1.0,165.0,184.0,1119.0,335.0,26.0,10.0,385.0,144.0,1539.0,313.0,32.0,14.0,6776.25,1296.25,140.0,127.0,895.0,313.0,23.0,16.0,470.0,158.0,1063.0,335.0,27.0,27.0,5901.25,1647.75
Tourmaline LE (45).SC2Replay,444,Tourmaline LE,Protoss,Terran,2.0,355.0,135.0,1035.0,313.0,25.0,11.0,200.0,34.0,1455.0,335.0,33.0,21.0,7006.75,1290.25,115.0,89.0,1119.0,335.0,25.0,16.0,120.0,134.0,1035.0,335.0,21.0,35.0,6159.75,1692.25
Tourmaline LE (46).SC2Replay,447,Tourmaline LE,Protoss,Terran,2.0,305.0,29.0,1007.0,335.0,27.0,15.0,295.0,143.0,27.0,44.0,23.0,11.0,6117.75,1463.5,20.0,60.0,951.0,335.0,22.0,18.0,55.0,40.0,251.0,0.0,6.0,26.0,4928.25,1295.5
Tourmaline LE (47).SC2Replay,477,Tourmaline LE,Protoss,Terran,2.0,385.0,183.0,867.0,335.0,26.0,10.0,185.0,112.0,1063.0,313.0,27.0,31.0,7370.25,1687.75,310.0,219.0,1203.0,335.0,25.0,13.0,290.0,165.0,1259.0,313.0,26.0,39.0,7391.25,1966.75
Tourmaline LE (48).SC2Replay,563,Tourmaline LE,Protoss,Terran,1.0,485.0,188.0,1091.0,313.0,27.0,13.0,365.0,103.0,1091.0,313.0,27.0,36.0,8901.75,2257.25,235.0,106.0,1119.0,335.0,24.0,16.0,203.0,257.0,1007.0,111.0,23.0,41.0,7285.25,1993.75
Tourmaline LE (49).SC2Replay,589,Tourmaline LE,Protoss,Protoss,1.0,340.0,196.0,1091.0,358.0,29.0,9.0,575.0,351.0,2771.0,425.0,60.0,40.0,14263.25,2867.25,135.0,102.0,1063.0,313.0,30.0,8.0,805.0,97.0,2435.0,447.0,57.0,33.0,13535.25,2603.25
Tourmaline LE (5).SC2Replay,198,Tourmaline LE,Protoss,Protoss,1.0,80.0,60.0,951.0,313.0,25.0,4.0,80.0,60.0,951.0,313.0,25.0,4.0,2796.75,469.25,65.0,102.0,923.0,313.0,25.0,8.0,65.0,102.0,923.0,313.0,25.0,8.0,2831.75,457.75
Tourmaline LE (50).SC2Replay,548,Tourmaline LE,Protoss,Terran,1.0,205.0,83.0,1371.0,313.0,31.0,8.0,270.0,211.0,2687.0,492.0,58.0,39.0,13052.75,2493.0,224.0,146.0,1483.0,179.0,26.0,11.0,104.0,49.0,2211.0,470.0,48.0,46.0,12667.75,2073.0
Tourmaline LE (51).SC2Replay,368,Tourmaline LE,Protoss,Protoss,2.0,245.0,92.0,1007.0,335.0,27.0,14.0,235.0,40.0,951.0,313.0,28.0,20.0,5901.75,1442.25,235.0,138.0,923.0,313.0,23.0,16.0,345.0,286.0,1007.0,335.0,23.0,16.0,5593.75,1391.75
Tourmaline LE (52).SC2Replay,545,Tourmaline LE,Protoss,Protoss,2.0,255.0,204.0,1007.0,313.0,28.0,11.0,460.0,100.0,1903.0,335.0,44.0,35.0,11428.75,2173.25,335.0,188.0,979.0,313.0,28.0,8.0,90.0,313.0,2687.0,470.0,58.0,40.0,12450.75,2721.5
Tourmaline LE (53).SC2Replay,1390,Tourmaline LE,Protoss,Terran,1.0,170.0,31.0,1511.0,313.0,33.0,8.0,265.0,140.0,2575.0,671.0,62.0,43.0,14620.25,2883.75,25.0,94.0,1399.0,313.0,26.0,13.0,845.0,123.0,2239.0,649.0,56.0,53.0,14578.25,3057.75
Tourmaline LE (54).SC2Replay,560,Tourmaline LE,Protoss,Terran,2.0,215.0,135.0,1455.0,313.0,35.0,8.0,400.0,113.0,2575.0,627.0,61.0,45.0,13920.75,2706.75,120.0,117.0,1483.0,313.0,27.0,14.0,41.0,95.0,2071.0,627.0,50.0,60.0,13570.75,2874.25
Tourmaline LE (55).SC2Replay,567,Tourmaline LE,Zerg,Protoss,1.0,360.0,152.0,895.0,156.0,24.0,10.0,491.0,192.0,1679.0,44.0,40.0,30.0,11246.75,1507.5,185.0,254.0,979.0,335.0,27.0,9.0,325.0,664.0,1791.0,582.0,48.0,17.0,11400.75,2370.0
Tourmaline LE (56).SC2Replay,367,Tourmaline LE,Protoss,Protoss,2.0,55.0,155.0,867.0,335.0,23.0,14.0,105.0,103.0,895.0,335.0,23.0,22.0,5537.75,1413.25,395.0,250.0,979.0,335.0,26.0,9.0,340.0,248.0,1007.0,335.0,26.0,22.0,5691.75,1446.75
Tourmaline LE (57).SC2Replay,732,Tourmaline LE,Zerg,Protoss,2.0,354.0,0.0,1455.0,0.0,27.0,13.5,373.0,506.0,2603.0,627.0,63.0,18.5,13451.25,1318.75,165.0,58.0,895.0,335.0,26.0,15.0,160.0,531.0,2575.0,649.0,61.0,32.0,12534.25,3023.75
Tourmaline LE (58).SC2Replay,758,Tourmaline LE,Terran,Protoss,1.0,64.0,142.0,1175.0,156.0,25.0,11.0,220.0,233.0,1623.0,559.0,49.0,29.0,13528.25,1882.75,340.0,112.0,1371.0,335.0,32.0,7.0,530.0,311.0,1819.0,44.0,44.0,24.0,13353.25,2570.5
Tourmaline LE (59).SC2Replay,236,Tourmaline LE,Protoss,Terran,2.0,110.0,83.0,1147.0,358.0,28.0,6.0,110.0,83.0,1147.0,358.0,28.0,6.0,3419.25,402.5,15.0,36.0,839.0,156.0,19.0,10.0,15.0,36.0,839.0,156.0,19.0,10.0,2992.25,306.5
Tourmaline LE (6).SC2Replay,621,Tourmaline LE,Zerg,Protoss,1.0,584.0,8.0,1399.0,0.0,23.0,12.0,1244.0,1050.0,2295.0,940.0,61.0,36.0,13696.25,2415.5,250.0,155.0,1427.0,335.0,32.0,11.0,175.0,315.0,2491.0,963.0,67.0,22.0,13983.25,3685.25
Tourmaline LE (60).SC2Replay,835,Tourmaline LE,Protoss,Protoss,1.0,105.0,146.0,923.0,313.0,28.0,11.0,290.0,230.0,2211.0,492.0,54.0,33.0,12597.25,2996.0,140.0,190.0,979.0,313.0,26.0,13.0,60.0,75.0,1623.0,515.0,51.0,33.0,11596.25,2688.75
Tourmaline LE (61).SC2Replay,537,Tourmaline LE,Protoss,Protoss,1.0,270.0,192.0,1147.0,313.0,31.0,9.0,163.0,211.0,2407.0,515.0,56.0,31.0,11275.25,2531.75,165.0,26.0,1147.0,335.0,31.0,9.0,190.0,143.0,2659.0,313.0,56.0,33.0,11576.25,2145.25
Tourmaline LE (62).SC2Replay,1056,Tourmaline LE,Protoss,Zerg,2.0,200.0,59.0,1567.0,268.0,34.0,9.0,560.0,650.0,2603.0,985.0,67.0,22.0,15159.25,3499.75,349.0,16.0,1651.0,0.0,33.0,10.0,639.0,628.0,2015.0,739.0,53.0,42.0,14760.25,1760.25
